,tanggal,jenis_kejadian_bencana,alamat,location,latitude,longitude
7667,2020-03-08,Kebakaran,"Jl. Kompas, Lenteng Agung, Jagakarsa,  Kota Administrasi Jakarta Selatan","Lenteng Agung, Jagakarsa, DKI Jakarta",-6.3242499999999495,106.83486000000005
7668,2020-03-08,Kebakaran,"Jl. Penjernihan 1 No. 53 , Bendungan Hilir, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Penjernihan 1 53, Tanah Abang, DKI Jakarta, 10210",-6.201333999983169,106.81029907408013
7669,2020-03-08,Kebakaran,"Jl. Kedoya Raya No. 19, Kedoya Utara, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Kedoya Raya 19, Kebon Jeruk, DKI Jakarta, 11520",-6.1719199810977585,106.75937999354647
7672,2020-03-08,Kebakaran," Jl.Boulevard Barat Blok LC 6, Kelapa Gading Barat, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Boulevard Barat Raya 6, Kelapa Gading, DKI Jakarta, 14240",-6.153200006183795,106.89202000707945
7673,2020-03-08,Kebakaran,"Jl. Pekojan III No.15, Pekojan, Tambora,  Kota Administrasi Jakarta Barat","Jalan Pekojan 15, Tambora, DKI Jakarta, 11240",-6.141680002278505,106.80332999993271
7674,2020-03-08,Kebakaran,"Jl. H. Batong III No. 80,, Cilandak Barat, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Haji Batong 3 80, Cilandak, DKI Jakarta, 12430",-6.2864822901358615,106.79143662561901
7675,2020-03-08,Kebakaran,"Jl.Aselih, Cipedak, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Aselih, Jagakarsa, DKI Jakarta, 12630",-6.348105909355655,106.79481057052129
7678,2020-03-08,Kebakaran,"Jl.Jelambar Selatan XVI, Jelambar Baru, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Jelambar Selatan, Grogol Petamburan, DKI Jakarta, 11460",-6.149674975848605,106.78939508590352
7680,2020-03-08,Kebakaran,"Jl. Bekasi Timur Raya ( Fly over LP Cipinang ), Jatinegara, Cakung,  Kota Administrasi Jakarta Timur","Jalan Bekasi Timur Raya, Cakung, DKI Jakarta, 13930",-6.2125435279777,106.90221045337059
7693,2020-03-09,Kebakaran,"Jl. Basuki Rahmat (Underpass Pasar Gembrong), Cipinang Besar Utara, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Basuki Rahmat, Jatinegara, DKI Jakarta, 13310",-6.224775269475465,106.87024409569696
7708,2020-03-10,Kebakaran,"Jl. Balai Rakyat No. 60, Utan Kayu Selatan, Matraman,  Kota Administrasi Jakarta Timur","Jalan Balai Rakyat 60, Matraman, DKI Jakarta, 13130",-6.197171046055004,106.8684609105496
7709,2020-03-10,Kebakaran,"Jl. Puskesmas, Setu, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Puskesmas, Cipayung, DKI Jakarta, 13880",-6.315459972558343,106.91025362019629
7711,2020-03-10,Kebakaran,"Jl. SMA Barunawati, Sungai Bambu, Tanjung Priok,  Kota Administrasi Jakarta Utara",SMP Barunawati,-6.1149899999999775,106.88200000000006
7716,2020-03-10,Kebakaran,"Jl. H. Fachruddin, No. 73 (Ruko Tiki belakang Blok B pasar Tanah abang), Kampung Bali, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan K H Fakhrudin 73, Tanah Abang, DKI Jakarta, 10250",-6.183328659172557,106.81585079799997
7722,2020-03-11,Kebakaran,"Jl. Sutra Ungu C 2 No. 14, Kelapa Gading Timur, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Sutra Ungu 2, Kelapa Gading, DKI Jakarta, 14240",-6.1646606907105745,106.90659615889935
7724,2020-03-10,Kebakaran,"Jl. Srengseng Raya, No. 12, Srengseng, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Srengseng Raya 12, Kembangan, DKI Jakarta, 11630",-6.2019600096167835,106.75648002268582
7725,2020-03-11,Kebakaran,"Jl. Jati VI, Sungai Bambu, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Jati, Tanjung Priok, DKI Jakarta, 14330",-6.129097000009471,106.89080297717406
7730,2020-03-11,Kebakaran,"Jl.Mampang Prapatan Raya , Tegal Parang, Mampang Prapatan,  Kota Administrasi Jakarta Selatan","Jalan Mampang Prapatan Raya, Mampang Prapatan, DKI Jakarta, 12720",-6.24615495940332,106.82635828297018
7738,2020-03-11,Kebakaran,"Jl.Syaridin, Ragunan, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Syaridin, Pasar Minggu, DKI Jakarta, 12550",-6.28648105531847,106.8257289508218
7743,2020-03-12,Kebakaran,"Jl.Bangun Barat 36 L, Kayu Putih, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Kayu Putih 36, Pulogadung, DKI Jakarta, 13260",-6.181760000149609,106.89550998010463
7749,2020-03-12,Kebakaran,"Cafe Pedas Jl. Kemang selatan Raya No. 130E, Bangka, Mampang Prapatan,  Kota Administrasi Jakarta Selatan","Jalan Kemang Selatan XII 130E, Mampang Prapatan, DKI Jakarta, 12730",-6.272954665697818,106.81509180435143
7751,2020-03-12,Kebakaran,"Jl. Karang Anyar, Karang Anyar , Sawah Besar,  Kota Administrasi Jakarta Pusat","Jalan Karang Anyar, Sawah Besar, DKI Jakarta, 10740",-6.154098827486245,106.82748909638528
7765,2020-03-13,Kebakaran,"Jl. Cipaku 2, No. 12, Petogogan, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Cipaku 2 12, Kebayoran Baru, DKI Jakarta, 12170",-6.241660013907435,106.81156999748737
7768,2020-03-13,Kebakaran,"Jl. Raya Balai Pustaka Timur, Rawamangun, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Balai Pustaka Timur, Pulogadung, DKI Jakarta, 13220",-6.198824947326827,106.88620510366104
7773,2020-03-13,Kebakaran,"Jl. Swadaya I, Pejaten Timur, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Swadaya I, Pasar Minggu, DKI Jakarta, 12510",-6.289265057311365,106.84626128507142
7774,2020-03-13,Kebakaran,"Jl. Kemayoran Barat, Kemayoran, Kemayoran,  Kota Administrasi Jakarta Pusat","Jalan Kemayoran Barat, Kemayoran, DKI Jakarta, 10620",-6.164242148205859,106.84685092455393
7775,2020-03-13,Kebakaran,"Jl. Kramat Sentiong, Kramat, Senen,  Kota Administrasi Jakarta Pusat","Jalan Kramat Sentiong, Senen, DKI Jakarta, 10450",-6.187224070652534,106.84868416673847
7778,2020-03-14,Kebakaran,"Jl. Bakti Swasembada Barat 3 No. 18, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Swasembada Barat 3 18, Tanjung Priok, DKI Jakarta, 14320",-6.12613999570074,106.88555999048316
